Date,vol_BTC,vol_ETH,vol_BNB,vol_SP500,volUS10Y,vol_DJI,vol_Nas,volGold,vol_energy,vol_metal
2018/1/10,9.521372067,14.31891026,16.93363844,0.536345211,2.071121532,0.58311026,0.662798342,1.439053773,0.940581194,1.733314154
2018/1/11,15.22526117,20.19374725,42.66291608,0.534044429,1.734331888,0.700808963,0.652158683,0.604816699,1.639394512,1.326508543
2018/1/12,5.518949786,16.03563474,24.30839002,0.653568967,2.039215686,0.687318118,1.012940665,1.24719004,1.586114218,0.719062343
2018/1/16,32.215279,40.1744927,72.61538462,1.40108485,1.61480898,1.485411079,1.731892168,0.753129046,1.523372629,2.55242227
2018/1/17,22.3215961,31.27272727,44.39716312,1.022636447,2.319288751,1.016363751,1.198041784,0.937318193,1.444945236,1.075894155
2018/1/18,11.95599979,13.97251737,19.8019802,0.474262249,1.600609756,0.792149685,0.617642827,1.119711267,1.381415278,1.158606793
2018/1/19,9.254589731,11.51462328,13.26188881,0.435896524,1.87899286,0.494367077,0.609423309,0.828968443,1.381540512,1.296736546
2018/1/22,16.88112068,17.21871608,21.86046512,0.879289227,1.506024096,0.917732866,1.208030952,0.552378477,1.322241278,0.902643456
2018/1/23,12.66967496,11.86392399,17.09923664,0.410336969,1.834161253,0.390258828,0.617939932,0.580629843,1.615998435,1.789595711
2018/1/24,8.426254988,10.98194131,12.27305737,0.992408918,2.114803625,1.088902534,1.621973162,1.823016379,1.164632674,3.036723164
2018/1/25,6.758011247,7.374546842,8.642911296,0.620586422,2.324695122,0.75221301,1.052007576,0.93568737,1.29120203,1.165912945
2018/1/26,11.38593824,9.130850048,12.07289294,0.929036121,1.954887218,0.718946857,1.1603353,1.342152993,1.571203789,0.863900297
2018/1/29,6.839605862,8.842553191,8.821233411,0.670748161,2.704705446,0.656442562,0.657383545,1.136779555,1.604773675,1.379749522
2018/1/30,13.37300807,12.68961657,15.08282476,0.690185408,1.908957416,0.876523236,0.92573221,1.104363424,1.578373594,1.802059497
